URL,Title,Misinformation ,Comment,,,,,
https://www.youtube.com/watch?v=tTM1oaEWoEc,NCLEX Question Review - NPH Insulin,,,,,,,
https://www.youtube.com/watch?v=a4gT5s-SXSc,Glycogenolysis,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=YtrM9STzEjo,AVOID DIABETES - 8 Easy Ways To Prevent Diabetes || Free Diabetes,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=IMPzAdVOhKY,Casey’s Acromegaly Story: Living with Acromegaly as a Chronic Condition,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=t32eoUB42rw,Are Artificial Sweeteners REALLY Safe?,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=KJDNHjJgbD8,Hypoglycemia; hyperglycemia; blood sugar levels,,,,,,,
https://www.youtube.com/watch?v=_1uqL32ASRE,Signs and Symptms of Hyperglycemia (High Blood Sugar),,,,,,,
https://www.youtube.com/watch?v=_JfEDVR5er0,Is Exercise Good For Diabetes,,,,,,,
https://www.youtube.com/watch?v=NwBzGfKY_gE,What is diabetic ketoacidosis (DKA)? - DiaBiteSize,,,,,,,
https://www.youtube.com/watch?v=RQCq-FzeYgA,4 Powerful Herbs to Boost Your Sex Drive | Natures Libido Booster,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=fUkKK1BvPvg,2 Investigators: The Black Market For Diabetes Test Strips,Yes ,Video discusses only black market sale of diabetic test strips. ,,,,,
https://www.youtube.com/watch?v=S09YWIykt2Y,Urinary Tract Infections in Children (UTIs),Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=sRxqRU6CCJA,Cure For Diabetes - Is the Pancreatic Islet Transplantation a Feasible Cure For Diabetes,Yes ,"Interesting topic, but presentation anti-science ",,,,,
https://www.youtube.com/watch?v=_9hPFlSnnNk,Polydipsia,Yes ,Only peripheral mention of diabetes ,,,,,
,Take 2 Spoons Daily Kill Diabetes Permanently,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=i90i0YXq5aA,Function of the Pancreas & Pancreatic Disorders - Kambiz Kosari; MD,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=9mp8YkNqbBE,How To Lower Blood Pressure Quickly - Quick Natural Way To Lower Your BP,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=XfyGv-xwjlI,Diabetes Type 1 and Type 2; Animation.,,,,,,,
https://www.youtube.com/watch?v=qvhHhDNjtxM,Beginner Body Weight Circuit Workout | Nerd Fitness,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=9A3gDnv56bs,Quickly Bring Down My Blood Glucose #DiabetesCareClub,Yes,Video not available ,,,,,
https://www.youtube.com/watch?v=Pdec8clsV7Q,A Harmless Artificial Sweetener,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=B6jI_B8ExIs,Eat These 9 Foods To Prevent Strokes; Heart Attacks & Diabetes!,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=qG3OyONVbEQ,Risk Factors for Heart Disease: Diabetes,,,,,,,
https://www.youtube.com/watch?v=MMwdz1kLsFU,Treating Painful Diabetic Wounds and Ulcers,,,,,,,
https://www.youtube.com/watch?v=sT5SmIM60zo,Wearable Artificial Kidney (WAK) may replace Dialysis for Patients with End-Stage Renal Disease,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=VLOKMjHEyhY,Calisthenics Explained - Are Bodyweight Exercises Good For Building Muscle?,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=St9r4pc2QmE,Diagnosing and Treating Autonomic Disorder at Stanford - Marc Laderriere's story,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=32F2hQTncQ0,Tingling Feet and Hands: An Early Warning of Neuropathy,,,,,,,
https://www.youtube.com/watch?v=Z67NI1jq230,Blood Calcium Regulation,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=9ccIlIId_R0,Living Boldly With Blindness - David Toro,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=9IaRuSxJO-8,My Metabolic Syndrome,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=w7Nq9uQJOXE,Chronic Pancreatitis,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=UtLtPgYc0mk,Are Artificial Sweeteners Unhealthy? (Effects of Aspartame),Yes ,No reference to diabetes.  ,,,,,
https://www.youtube.com/watch?v=-y6NkP_VaAQ,5 Must-Know Facts about PCOS,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=JkgXZ5EPwDA,Living Healthy:  Clinical Trials for Lung cancer,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=hhWGKAcHbO8,Diabetic Foot Ulcer Pictures; Treatment and Symptoms,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=froHNJMELT0,Increase Your Physical Activity,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=-IaysvX1L8U,Medical School - Diagnosing Diabetes,,,,,,,
https://www.youtube.com/watch?v=eawWLRnX_gc,Diabetes Emergency - Glucagon Kit Demonstration,,,,,,,
https://www.youtube.com/watch?v=J1TorkgpgY0,Do I Need Diabetes Medication,,,,,,,
https://www.youtube.com/watch?v=hv0bBW_Ah0Y,Diabetes Prevention Program,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=gGeLxjgUNG4,Could a blind eye regenerate? - David Davila,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=vhF1aEOaIzw,Is Cranberry Juice Good for You?,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Ows34T0UjsM,DIABETES TIPS AND TRICKS: MAKE YOUR DEXCOM SENSOR LAST LONGER!,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=HRTKfRXwBTg,Plant-Based Diets for Diabetes,,,,,,,
https://www.youtube.com/watch?v=X_e8bXcS1BA,Best Blood Test Strip Reviews 2017 – How to Choose the Best Blood Test Strip,,Information likely outdated.,,,,,
https://www.youtube.com/watch?v=qYBou4o9vNI,Histology of the Pancreas: Endocrine and Exocrine,Yes ,Scientific video.  No reference to diabetes.,,,,,
https://www.youtube.com/watch?v=JMknA_CCnW4,Discharge: Subcutaneous Injection; Patient Education  PostCare™ Recovery Video,,"No reference to diabetes, however, video appropriate. ",,,,,
https://www.youtube.com/watch?v=cZdh9Xa3lhU,Hemoglobina glicosilada; glucosilada o glicada (HbA1c) y diabetes,Unknown ,Video in Spanish. ,,,,,
https://www.youtube.com/watch?v=Gfr364SyQcg,What Kind of Tea is Good for Diabetes?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=910K7B_1b6I,Hypoglycemia - Causes; Symptoms And Treatment,,,,,,,
https://www.youtube.com/watch?v=Aoy3ZCZwbeo,Does Everyone With Prediabetes Eventually Get Diabetes?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=MsGmoVknaZQ,Alpha-glucosidase inhibitor,Yes ,Scientific article - poorly understood computer generated voice. ,,,,,
https://www.youtube.com/watch?v=bbqOggZHtaM,How to Prevent Prediabetes from Turning into Diabetes,,,,,,,
https://www.youtube.com/watch?v=hkrK-vg7KD4,Endocrinology – Hypoglycemia: By Robyn Houlden M.D.,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=mjnseqLiVXM,Bodyweight Back Workout (NO PULLUP BAR!),Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=TJ7EagZKN5w,8 Things That Happen In Your Body If You Only Drink Water For A Month,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=jwD7bJrYH6U,Recurrent Urinary Tract Infections (UTIs): Here's What You Need to Know,Yes ,Minimal reference to diabetes ,,,,,
https://www.youtube.com/watch?v=imZwSsB6eGo,Great Indian Medicine For Diabetes,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=ayd0yO-yNZ4,Exercise and Type 2 Diabetes Prevention - (New) Timing & P.A.C.E.,Yes ,Sales pitch for exercise book,,,,,
https://www.youtube.com/watch?v=1WrdzNJ4A44,Detection of Sugar in Urine - MeitY OLabs,Yes ,Scientific video - how to do laboratory urine glucose test,,,,,
https://www.youtube.com/watch?v=L77b57erQ4M,The 10's Beginner Workout (Body Weight Only),Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Ab9OZsDECZw,How blood pressure works - Wilfred Manzano,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=geO2L3fzF5g,AHA/ADA Scientific Statement: Type 1 Diabetes Mellitus and Cardiovascular Disease,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=QSXWXPWUWEc,Diabetes Frequently Asked and Question - Part 2,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=596LMJTJFsk,Diabetes Medication,,Side effect profile not up to date. ,,,,,
https://www.youtube.com/watch?v=2Uw0sFgkeqY,Human Physiology - Proximal Convoluted Tubule: Reabsorption of Na; Glucose; Amino Acids and Chloride,Yes ,Scientific video ,,,,,
t,Primary polydipsia,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Op8K7yresDs,How to Use an Insulin Pen | Inject Insulin Pen,,Information appropriate - poor computer-generated audio, ,,,,
https://www.youtube.com/watch?v=dpNpHXB52ak,Sitagliptin,Yes ,Scientific video - poor computer generated audio ,,,,,
https://www.youtube.com/watch?v=xchGJ4UxCPE,Is Prediabetes The Same Thing As Impaired Glucose Tolerance Or Impaired Fasting Glucose?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=eOhz3cGmlaw,How to Lower Your Blood Pressure Naturally,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=FkkK5lTmBYQ,Insulin Signaling (Signal Pathways),Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=nTyL81Ls3ys,PreDiabetes Risk Factors and Type 2 Diabetes Risk Factors Pre diabetes,Yes ,Information incorrect ,,,,,
https://www.youtube.com/watch?v=lEutFrar1dI,Physical Activity Guidelines -- Introduction,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=wCN-6ZiTmu0,Extreme Anorexic Returns from Rehab,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=74s6eiBBBFU,What Causes Hypoglycemia?,Yes ,Information incorrect ,,,,,
https://www.youtube.com/watch?v=RycF0ub2Al0,Hormone concentration metabolism and negative feedback | NCLEX-RN | Khan Academy,Yes ,Scientific video - no reference to diabetes ,,,,,
https://www.youtube.com/watch?v=_KndwmMEwXA,Impaired fasting glucose,,Some facts outdated.  Computer generated voice annoying ,,,,,
https://www.youtube.com/watch?v=e_oUWPdb9xM,What Are The Risk Factors For Getting Prediabetes?,Yes ,Incorrect information.  Culturally inappropriate slides.  ,,,,,
https://www.youtube.com/watch?v=LvaVsnHbIbI,#1 Diet Tip for Hypoglycemia (Low Blood Sugar),Yes ,Misinformation. ,,,,,
https://www.youtube.com/watch?v=ISn43u0BiEo,Risk factors for diabetes Type 1 and type 2 ⚫healthcare☑️,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=AoHvkrcr6EM,How to Prevent Blood Sugar and Triglyceride Spikes after Meals,Yes,Only peripheral mention of diabetes ,,,,,
https://www.youtube.com/watch?v=Usnu2ySuhcU,Traci's Acromegaly Story: How to Return to a Life of Normalcy,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=WYa2xthIbDc,Insulin Resistance? What Is It And How We Can Heal,Yes,Video not available ,,,,,
https://www.youtube.com/watch?v=9iMGFqMmUFs,What would happen if you didn’t drink water? - Mia Nacamulli,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=7-cGz2eLyb4,PostCare™ Diabetes Center: Injecting Insulin,,,,,,,
https://www.youtube.com/watch?v=oozg7j3qpEY,INSULIN PUMPS ON THE BEACH IN MEXICO // travel with me T1D,,,,,,,
https://www.youtube.com/watch?v=CM1u29BeqC0,Lead: The Original Artificial Sweetener,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Aw8hufhIDu0,What Causes Insulin Resistance?,,,,,,,
https://www.youtube.com/watch?v=BFUis11qaQU,10 Early Warning Signs Your Estrogen Levels Are Too High & How To Fix It,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=8nEmsR68FhA,Bodyweight Exercise Technique for Mass! (INTERMITTENT ISOMETRICS),Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=341CnFGQwH4,Symptoms of Prediabete: How Do I Know I Have Prediabetes?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=1p1cMFscF8s,Hypokalemia: Causes; Symptoms; Effects on the Heart; Pathophysiology; Animation.,Yes,Scientific video.  No reference to diabetes.,,,,,
https://www.youtube.com/watch?v=z_3S2_41_FE,What BMI doesn't tell you about your health,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=53WxEvd7-_w,Polycystic Ovary Syndrome Treatments | Getting Pregnant with PCOS,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=iGK0rHkOoVA,How to Start Calisthenics - Beginner Bodyweight Workout Examples,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=s3wUYhJmdbA,Put Down the Diet Soda! The Dangers of Artificial Sweeteners-Transformation TV-Episode #005,Yes ,Misinformation throughout video,,,,,
https://www.youtube.com/watch?v=-32U9eU1hdM,Hyperkalemia: Causes; Effects on the Heart; Pathophysiology; Treatment; Animation.,Yes ,Scientific video.  No reference to diabetes.,,,,,
https://www.youtube.com/watch?v=RV_lBWGgK1o,Why Is It Important To Know If A Person Has Prediabetes?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=-y5VJLFEDfE,Can Vinegar Help with Blood Sugar Control ?|Dr Michael Greger,Yes ,The information given is anti-medication.,, with recommendations to use a folk remedy.,,,
https://www.youtube.com/watch?v=-vNVG7XJpVE,What is obesity? - Mia Nacamulli,Yes ,Minimal reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Oyy-3yAwcvo,Jim’s Acromegaly Story: Riding the Acromegaly Rollercoaster,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=BF7N0LPdItk,Effects of Early Life Experience on Diabetes Risk: Genetics/Epigenetics,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=VAweyqtb7D8,Lipotoxicity: How Saturated Fat Raises Blood Sugar,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=L-a-dKhuYj8,Should Women With High Testosterone Be Allowed To Compete In Sports?,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=pgUA4ScsRWQ,Artificial Sweeteners - Safe or Dangerous?,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=fRZduVxlP_U,What Causes Insulin Resistance?,,,,,,,
https://www.youtube.com/watch?v=qFFPcIcAUUs,Sports Gender Controversy - Bonus Scene | Gender Revolution,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=Bkji1VNnolA,Making Beta Cells,Yes,Not relevant to daily diabetes care. ,,,,,
https://www.youtube.com/watch?v=wbWL2wfvsM8,Electrochemical gradients and secondary active transport | Khan Academy,Yes ,Scientific video ,,,,,
https://www.youtube.com/watch?v=It6Eblem5Zg,Can Vinegar Help with Blood Sugar Control?,Yes ,"The information given is anti-medication, with recommendations to use a folk remedy. ",,,,,
https://www.youtube.com/watch?v=uia5mqvTeh4,Lose Some Weight,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=MdXWF-vvQMc,نقابة الصيادلة المصرية تطالب بسحب أدوية البايوجليتازون pioglitazone|Health Online,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=X2rOWkOcq9I,(CC) Antihyperlipidemics Atorvastatin vs Fenofibrate vs Nicotinic Acid vs Colesevelam (Ch 6 Cardio),Yes ,Scientific video,,,,,
https://youtu.be/afYCN3Upy_w,Acute Coronary Syndrome and Heart Attack,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=VXFRWFHx6tA,Acute pyelonephritis (urinary tract infection) - causes; symptoms & pathology,Yes ,No reference to diabetes ,,,,,
https://youtu.be/2YVVfWIoHkw,Is Prediabetes The Same Thing As Metabolic Syndrome Or Syndrome X?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=MFmjLloYN7A,Potassium & Blood Pressure: MUST WATCH!,Yes ,Misinformation throughout video,,,,,
https://www.youtube.com/watch?v=InH8t0UNs4k,Best Glucose Meter For Type 2 Diabetes?,Yes ,Outdated information about glucometers.  Sales pitch at beginning of video is annoying. ,,,,,
https://www.youtube.com/watch?v=W_evi9lanBY,Acromegaly,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=Mj0T_byeKtQ,Insulin Synthesis and Secretion,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=orqdxsg-Dr4,Can Diabetic Retinopathy Be Reversed?,Yes ,Results from studies by Dr. Kempner are suspicious.,,,,,
https://www.youtube.com/watch?v=mRVZ9lkubag,A Change for Life,,Excellent video ,,,,,
https://www.youtube.com/watch?v=HOwqo56BKQU,What Is Postprandial Blood Glucose?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=WBjchfwi1jA,Curing Painful Diabetic Neuropathy,,Vegan diet pitch.   ,,,,,
https://www.youtube.com/watch?v=tpPGevlDwWQ,Natural Treat To Cure Diabetes Without Medicine,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=fHui_Q6ld10,Ellie’s Acromegaly Story: Managing Breakthrough Symptoms,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=6t4tBmbPko8,Why is Meat a Risk Factor for Diabetes?,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=8ZujKJYrEJY,Natural PCOS Treatment Options - Polycystic Ovary Syndrome,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=cW1V2_GTAlc,Females with Fragile X Syndrome,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=T9wPrmfQ0vw,Hypoglycemia and Adrenal Fatigue - Lab tests don't tell all,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=xJBqbv8GRZ4,Free Weights vs Bodyweight Exercise,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=wjIp17OaN_k,Facial Mask for Hirsuitism,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=BzP4b1b-RPs,Weight-Loss Foods for Diabetes — The BROAD Study,,Vegan diet pitch.   ,,,,,
https://www.youtube.com/watch?v=ux-A-WUMTjY,Diabetes Self-Management Education: Getting the Patient and Practice Perspective,,Video about a Medicare program for diabetes education,,,,,
https://www.youtube.com/watch?v=DyGIvs9zrVA,Estimation of Blood Glucose by Glucose Oxidase Method - Amrita University,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=prFYht1NwmU,Insulin Administration - Registered Nurse Training,Yes ,Training video for nursing staff. ,,,,,
https://www.youtube.com/watch?v=bBZXkNbpOGQ,How to Inject Insulin Using a Syringe | Nucleus Health,,,,,,,
https://www.youtube.com/watch?v=RudR2_VVoaw,Alcohol-related liver disease - causes; symptoms & pathology,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=wch09JVlXKg,Obesity Is Ridiculously Deadly,Yes ,Only peripheral mention of diabetes ,,,,,
https://www.youtube.com/watch?v=jDYm0i5zT68,How to Overcome High Blood Pressure Naturally,Yes ,Information incorrect/dangerous regarding supplements advised.,,,,,
https://www.youtube.com/watch?v=L1qDCZsqxxc,DANGEROUS FOODS FOR DIABETIC PATIENTS || Health Tips,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=sLn6OoH12uY,Top 5 Ways to Relieve Peripheral Neuropathy Foot Pain & Other Foot Ailments - Ask Doctor Jo,Yes ,Ad for Thermotex.  N,,,,,
https://www.youtube.com/watch?v=S-3nfpc_GiQ,How Do I Quickly Bring Down My Blood Glucose (Lower High Blood Sugar),,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=aC0_yOlfY4U,Autoimmune hepatitis - causes; symptoms; diagnosis; treatment & pathology,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=5SZCajunA-0,Why Do Young; Slim People Get Diabetes Type 2,,,,,,,
https://www.youtube.com/watch?v=KWBjfoioS20,Can the Galaxy S9 Save Lives?,Yes ,Review of Galaxy S9 phone ,,,,,
https://www.youtube.com/watch?v=lOeQLJCVOdM,What is A Normal Blood Glucose?,,,,,,,
https://www.youtube.com/watch?v=weZZT8U9NGQ,Partner Addition (Classroom Physical Activity Breaks),Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=US5aP7qT36M,Early Warning Signs of Pancreatic Cancer,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=zD9aXZY0pdY,Angina pectoris (stable; unstable; prinzmetal; vasospastic) - symptoms & pathology,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=MOH33-jFOwo,A1C Levels,,,,,,,
https://www.youtube.com/watch?v=2KnD9MzCzsM,Kidney Disease and Kidney Failure : 10 Early Signs and Symptoms That You May Have Kidney Disease,Yes ,Only peripheral mention of diabetes ,,,,,
https://www.youtube.com/watch?v=LuJd0z1JAU4,Gas gangrene,Yes ,No reference to diabetes ,,,,,
,Glucose Tolerance Test Procedure; Side Effects & Results,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=P_NoKv4kr64,Metabolic Syndrome,Yes ,Only peripheral mention of diabetes ,,,,,
https://www.youtube.com/watch?v=rTbIazck7rk,Peripheral vascular disease (PVD) - causes; symptoms & pathology,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=UDuGJHbAIbE,Debate on Donor Islet vs. ESC-derived pancreatic progenitors - Part 2,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=KiouveG278Y,Autonomic nervous system effects on the heart | NCLEX-RN | Khan Academy,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=r8avZUjw_zI,Top 10 SUPERFOODS for DIABETES Control | Type 2 Diabetes,Yes,Video not available ,,,,,
https://www.youtube.com/watch?v=vzA7Dj1pCOg,Gluconeogenesis,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=Vujm4opryN8,Improve Insulin Sensitivity Naturally (Avoid Type 2 Diabetes),Yes ,"Interesting and factual information.  However, particular supplement promoted. ",,,,,
https://www.youtube.com/watch?v=J97G6BeYW0I,What is blood pressure? | Circulatory system physiology | NCLEX-RN | Khan Academy,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=LerY4Y1gz5E,The Most Serious Medical Problem You Haven't Heard About,Yes,Only peripheral mention of diabetes ,,,,,
https://www.youtube.com/watch?v=k_wNE4erBLU,GOING AGAINST THE GRAIN: A new explanation for pancreatic beta cell failure,Yes,Scientific video,,,,,
https://www.youtube.com/watch?v=Md7PssTAvz8,Prediabetes: What Do All These Numbers Mean?,,Sales pitch at beginning of video is annoying,,,,,
https://youtu.be/kuR_Lwcp67U,How Can My Doctor Tell If I Have Prediabetes?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=t0JF2Gbv1XQ,Diabetes Nutrition – How Meghan Eats 300 Grams of Carbs with Excellent Blood Glucose Control T1D,Yes,Video promotes a low fat/high carb diet for  type 1 DM without scientific explanation.  ,,,,,
https://www.youtube.com/watch?v=ZfSlQJk59Ng,Hypoglycemia Basics by Dr. Berg,Yes ,Misinformation throughout video,,,,,
https://www.youtube.com/watch?v=_VuxMIc3fOA,Home Remedies For PCOD or PCOS II हार्मोनल विकार के लिए घरेलु उपाय II,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=IpPHCLrEmSI,Hemoglobin A1C Seviyesi (Biyoloji / Biyomoleküller),Yes ,Foreign language video ,,,,,
https://www.youtube.com/watch?v=tbMzKylq9Bc,High Grade Diffuse large B-cell Lymphoma: Carole's story,Yes,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=PUQFQVm96YM,Non-alcoholic fatty liver disease (NAFLD) - causes; symptoms; diagnosis; treatment; pathology,Yes,Video not available ,,,,,
https://www.youtube.com/watch?v=xdVJkkCquHs,Should I Join A Support Group For Prediabetes?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=5I-Wr_s00aU,Shocking Results to Metformin Study,Yes ,Supplement pitch.  Anti-medication video ,,,,,
https://www.youtube.com/watch?v=3jSCSq9bKwI,Genetics in Motion: Putting T Cells in Their Place,Yes ,Scientific video,,,,,
https://www.youtube.com/watch?v=8mOjYFwmgxk,Bodyweight Chest Workout (SORE IN 6 MINUTES!!),Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=n4hTBVFyyKs,The #1 Food that Fixes Hypoglycemia,Yes ,Misinformation throughout video,,,,,
https://www.youtube.com/watch?v=8gAO1wfdHnc,ICD-10 for BMI — Body Mass Index ICD-10-CM Coding,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=XFxMOiJRZQg,Pancreatic carcinoma - causes; symptoms; diagnosis; treatment & pathology,Yes ,Video not available ,,,,,
https://www.youtube.com/watch?v=xNf--q0YMq8,Endocrine pancreas | Gastrointestinal system physiology | NCLEX-RN | Khan Academy,Yes ,Scientific video ,,,,,
https://www.youtube.com/watch?v=diG519dFVNs,High Blood Pressure | Hypertension | Nucleus Health,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=6HJfr00CIqM,Formation of Urine - Nephron Function; Animation.,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=XOZ-Yco3Ykw,Healthy Eating with Type 2 Diabetes,,,,,,,
https://www.youtube.com/watch?v=epNcLy6knx4,The Top Symptoms of a Potassium Deficiency,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=D8K8MkKHJoc,6 Foods to Avoid if You Have Metabolic Syndrome,Yes,Minimal reference to diabetes ,,,,,
https://www.youtube.com/watch?v=gQBkfKUxh_E,Will I Lose My Feet Because Of Prediabetes?,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=loUuq7rPTH0,Peripheral Neuropathy Relief in the Feet & Legs - Ask Doctor Jo,Yes ,Minimal reference to diabetes ,,,,,
https://www.youtube.com/watch?v=NsISWyyuf80,Types of Diabetes Major are Diabetes Type 1 and Diabetes Type 2,,"Presentation extremely poor, though facts basically correct. ",,,,,
https://www.youtube.com/watch?v=hFMF3lJUcAc,Meet Glucose & the Carbs,Yes ,No reference to diabetes ,,,,,
https://www.youtube.com/watch?v=oiAO69i7fHc,Can Diabetes Type 1 Or Type 2 Be Reversed,,Sales pitch at beginning of video is annoying,,,,,
https://www.youtube.com/watch?v=Yl3z1ql_RXc,Can I Reverse or Eliminate My Diabetes or High Blood Glucose Levels?,Yes ,"Supplement pitch.  Anti-medication and traditional, scientifically based treatment video ",,,,,
